order_id,order_date,status,item_id,sku,qty_ordered,price,value,discount_amount,total,category,payment_method,bi_st,cust_id,year,month,ref_num,Name Prefix,First Name,Middle Initial,Last Name,Gender,age,full_name,E Mail,Customer Since,SSN,Phone No.,Place Name,County,City,State,Zip,Region,User Name,Discount_Percent
100535496,2021-06-29,order_refunded,859341,SOGAHM59C0B2B7C5EE7,2,23,23,0,23,Soghaat,cod,Valid,37011,2021,Jun-2021,182401,Dr.,Romeo,G,Hopps,M,38,"Hopps, Romeo",romeo.hopps@outlook.com,1/24/2013,698-16-4181,308-392-2413,Snyder,Dodge,Snyder,NE,68664,Midwest,rghopps,0
100535498,2021-06-29,order_refunded,859350,SOGALM5A8BD55CD82F1,2,22.5,22.5,0,22.5,Soghaat,cod,Valid,37011,2021,Jun-2021,182401,Dr.,Romeo,G,Hopps,M,38,"Hopps, Romeo",romeo.hopps@outlook.com,1/24/2013,698-16-4181,308-392-2413,Snyder,Dodge,Snyder,NE,68664,Midwest,rghopps,0
100535498,2021-06-29,order_refunded,859351,MEFOTH5A8C00DD1A89A-L,2,59.9,59.9,0,59.9,Men's Fashion,cod,Valid,37011,2021,Jun-2021,182401,Dr.,Romeo,G,Hopps,M,38,"Hopps, Romeo",romeo.hopps@outlook.com,1/24/2013,698-16-4181,308-392-2413,Snyder,Dodge,Snyder,NE,68664,Midwest,rghopps,0
100535498,2021-06-29,order_refunded,859353,SOGAHM59C0B2B7C5EE7,3,23,46,0,46,Soghaat,cod,Valid,37011,2021,Jun-2021,182401,Dr.,Romeo,G,Hopps,M,38,"Hopps, Romeo",romeo.hopps@outlook.com,1/24/2013,698-16-4181,308-392-2413,Snyder,Dodge,Snyder,NE,68664,Midwest,rghopps,0
100354701,2020-10-01,complete,574814,Fantastic_FT-1153,4,34.5,103.5,0,103.5,Appliances,cod,Net,52163,2020,Oct-2020,716936,Mr.,Florentino,J,Stough,M,60,"Stough, Florentino",florentino.stough@gmail.com,5/28/2010,577-53-4325,201-699-9950,Riverton,Burlington,Riverton,NJ,8076,Northeast,fjstough,0
100354702,2020-10-01,canceled,574815,sitara_210-B,2,121.5,121.5,0,121.5,Women's Fashion,Payaxis,Gross,60132,2020,Oct-2020,237201,Mr.,Harrison,F,Criss,M,75,"Criss, Harrison",harrison.criss@yahoo.com,1/17/2003,574-61-2931,304-501-8116,Huntington,Cabell,Huntington,WV,25714,South,hfcriss,0
100354702,2020-10-01,canceled,574816,sitara_205-A,2,115.5,115.5,0,115.5,Women's Fashion,Payaxis,Gross,60132,2020,Oct-2020,237201,Mr.,Harrison,F,Criss,M,75,"Criss, Harrison",harrison.criss@yahoo.com,1/17/2003,574-61-2931,304-501-8116,Huntington,Cabell,Huntington,WV,25714,South,hfcriss,0
100354704,2020-10-01,complete,574818,sitara_210-B,2,121.5,121.5,0,121.5,Women's Fashion,Payaxis,Net,60132,2020,Oct-2020,237201,Mr.,Harrison,F,Criss,M,75,"Criss, Harrison",harrison.criss@yahoo.com,1/17/2003,574-61-2931,304-501-8116,Huntington,Cabell,Huntington,WV,25714,South,hfcriss,0
100354704,2020-10-01,complete,574819,sitara_205-A,2,115.5,115.5,0,115.5,Women's Fashion,Payaxis,Net,60132,2020,Oct-2020,237201,Mr.,Harrison,F,Criss,M,75,"Criss, Harrison",harrison.criss@yahoo.com,1/17/2003,574-61-2931,304-501-8116,Huntington,Cabell,Huntington,WV,25714,South,hfcriss,0
100354703,2020-10-01,order_refunded,574817,Ctees_Barcelona,2,35,35,0,35,Men's Fashion,cod,Valid,44511,2020,Oct-2020,562300,Prof.,Micah,M,Coutee,M,18,"Coutee, Micah",micah.coutee@gmail.com,7/12/2004,253-99-1274,479-471-4601,Benton,Benton,Benton,AR,72019,South,mmcoutee,0
100354706,2020-10-01,canceled,574823,Anex_Anex_AG-174 Jucier Blender Grinder,2,445,445,0,445,Appliances,Payaxis,Gross,60133,2020,Oct-2020,488301,Mr.,Wallace,B,Henrich,M,46,"Henrich, Wallace",wallace.henrich@yahoo.com,11/10/2015,478-43-6707,209-649-0095,El Monte,Los Angeles,El Monte,CA,91734,West,wbhenrich,0
100354706,2020-10-01,canceled,574824,ZA_qmobile_NoirE14G-Gold,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,Payaxis,Gross,60133,2020,Oct-2020,488301,Mr.,Wallace,B,Henrich,M,46,"Henrich, Wallace",wallace.henrich@yahoo.com,11/10/2015,478-43-6707,209-649-0095,El Monte,Los Angeles,El Monte,CA,91734,West,wbhenrich,0
100354706,2020-10-01,canceled,574825,Lenovo-K6Karate-Gold,2,1690,1690,0,1690,Mobiles & Tablets,Payaxis,Gross,60133,2020,Oct-2020,488301,Mr.,Wallace,B,Henrich,M,46,"Henrich, Wallace",wallace.henrich@yahoo.com,11/10/2015,478-43-6707,209-649-0095,El Monte,Los Angeles,El Monte,CA,91734,West,wbhenrich,0
100354707,2020-10-01,canceled,574826,Anex_Anex_AG-174 Jucier Blender Grinder,2,445,445,0,445,Appliances,Payaxis,Gross,60133,2020,Oct-2020,488301,Mr.,Wallace,B,Henrich,M,46,"Henrich, Wallace",wallace.henrich@yahoo.com,11/10/2015,478-43-6707,209-649-0095,El Monte,Los Angeles,El Monte,CA,91734,West,wbhenrich,0
100354707,2020-10-01,canceled,574827,ZA_qmobile_NoirE14G-Gold,3,1279.9,2559.8,0,2559.8,Mobiles & Tablets,Payaxis,Gross,60133,2020,Oct-2020,488301,Mr.,Wallace,B,Henrich,M,46,"Henrich, Wallace",wallace.henrich@yahoo.com,11/10/2015,478-43-6707,209-649-0095,El Monte,Los Angeles,El Monte,CA,91734,West,wbhenrich,0
