order_id,order_date,status,item_id,sku,qty_ordered,price,value,discount_amount,total,category,payment_method,bi_st,cust_id,year,month,ref_num,Name Prefix,First Name,Middle Initial,Last Name,Gender,age,full_name,E Mail,Customer Since,SSN,Phone No.,Place Name,County,City,State,Zip,Region,User Name,Discount_Percent
100354678,2020-10-01,received,574772,oasis_Oasis-064-36,21,89.9,1798,0,1798,Men's Fashion,cod,Valid,60124,2020,Oct-2020,987867,Drs.,Jani,W,Titus,F,43,"Titus, Jani",jani.titus@gmail.com,8/22/2006,627-31-5251,405-959-1129,Vinson,Harmon,Vinson,OK,73571,South,jwtitus,0
100354678,2020-10-01,received,574774,Fantastic_FT-48,11,19,190,0,190,Men's Fashion,cod,Valid,60124,2020,Oct-2020,987867,Drs.,Jani,W,Titus,F,43,"Titus, Jani",jani.titus@gmail.com,8/22/2006,627-31-5251,405-959-1129,Vinson,Harmon,Vinson,OK,73571,South,jwtitus,0
100354680,2020-10-01,complete,574777,mdeal_DMC-610-8,9,149.9,1199.2,0,1199.2,Men's Fashion,cod,Net,60124,2020,Oct-2020,987867,Drs.,Jani,W,Titus,F,43,"Titus, Jani",jani.titus@gmail.com,8/22/2006,627-31-5251,405-959-1129,Vinson,Harmon,Vinson,OK,73571,South,jwtitus,0
100354680,2020-10-01,complete,574779,oasis_Oasis-061-36,9,79.9,639.2,0,639.2,Men's Fashion,cod,Net,60124,2020,Oct-2020,987867,Drs.,Jani,W,Titus,F,43,"Titus, Jani",jani.titus@gmail.com,8/22/2006,627-31-5251,405-959-1129,Vinson,Harmon,Vinson,OK,73571,South,jwtitus,0
100367357,2020-11-13,received,595185,MEFNAR59C38B6CA08CD,2,99.9,99.9,0,99.9,Men's Fashion,cod,Valid,60124,2020,Nov-2020,987867,Drs.,Jani,W,Titus,F,43,"Titus, Jani",jani.titus@gmail.com,8/22/2006,627-31-5251,405-959-1129,Vinson,Harmon,Vinson,OK,73571,South,jwtitus,0
100367357,2020-11-13,received,595186,MEFBUY59B7C3DDC2CA3-42,2,39.9,39.9,0,39.9,Men's Fashion,cod,Valid,60124,2020,Nov-2020,987867,Drs.,Jani,W,Titus,F,43,"Titus, Jani",jani.titus@gmail.com,8/22/2006,627-31-5251,405-959-1129,Vinson,Harmon,Vinson,OK,73571,South,jwtitus,0
100367360,2020-11-13,order_refunded,595192,MATDAN59C3C845B38F0,2,47.6,47.6,0,47.6,Mobiles & Tablets,cod,Valid,60124,2020,Nov-2020,987867,Drs.,Jani,W,Titus,F,43,"Titus, Jani",jani.titus@gmail.com,8/22/2006,627-31-5251,405-959-1129,Vinson,Harmon,Vinson,OK,73571,South,jwtitus,0
100354677,2020-10-01,canceled,574769,GFE_19_USBLEDLight,2,49,49,0,49,Mobiles & Tablets,Payaxis,Gross,42485,2020,Oct-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,0
100354677,2020-10-01,canceled,574770,oasis_Kingston-32GB-DTIG4,2,135,135,0,135,Computing,Payaxis,Gross,42485,2020,Oct-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,0
100354677,2020-10-01,canceled,574771,Geepas_GSB5420,2,549.9,549.9,0,549.9,Appliances,Payaxis,Gross,42485,2020,Oct-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,0
100356116,2020-10-08,order_refunded,577467,Geepas_GSB5420,1,549.9,0,0,0,Appliances,Payaxis,Valid,42485,2020,Oct-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,5.45553737
100358724,2020-10-21,order_refunded,581862,APPGEE59ADBEEE2EB9D,1,549.9,0,0,0,Appliances,cod,Valid,42485,2020,Oct-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,3.637024914
100403034,2020-12-24,canceled,656937,APPWES59CA4D59CB41A,2,254.8,254.8,39.80628,214.99372,Appliances,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62255887
100403034,2020-12-24,canceled,656938,APPPHI5A09939191938,2,315.5,315.5,49.28917,266.21083,Appliances,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62255784
100403034,2020-12-24,canceled,656939,HALSHO59F836EF959B9,2,69.8,69.8,10.90455,58.89545,Home & Living,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62256447
100403077,2020-12-24,canceled,657023,APPWES59CA4D59CB41A,2,254.8,254.8,39.80628,214.99372,Appliances,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62255887
100403077,2020-12-24,canceled,657024,APPPHI5A09939191938,2,315.5,315.5,49.28917,266.21083,Appliances,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62255784
100403077,2020-12-24,canceled,657025,HALSHO59F836EF959B9,2,69.8,69.8,10.90455,58.89545,Home & Living,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62256447
100403411,2020-12-24,canceled,657547,APPWES59CA4D59CB41A,2,254.8,254.8,39.80628,214.99372,Appliances,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62255887
100403411,2020-12-24,canceled,657548,APPPHI5A09939191938,2,315.5,315.5,49.28917,266.21083,Appliances,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62255784
100403411,2020-12-24,canceled,657549,HALSHO59F836EF959B9,2,69.8,69.8,10.90455,58.89545,Home & Living,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62256447
100403502,2020-12-24,canceled,657702,APPWES59CA4D59CB41A,2,254.8,254.8,39.80628,214.99372,Appliances,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62255887
100403502,2020-12-24,canceled,657703,APPPHI5A09939191938,2,315.5,315.5,49.28917,266.21083,Appliances,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62255784
100403502,2020-12-24,canceled,657704,HALSHO59F836EF959B9,2,69.8,69.8,10.90455,58.89545,Home & Living,Easypay,Gross,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,15.62256447
100403536,2020-12-24,complete,657777,APPWES59CA4D59CB41A,3,254.8,509.6,101.92,407.68,Appliances,Easypay,Net,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,20
100403536,2020-12-24,complete,657778,APPPHI5A09939191938,3,315.5,631,126.2,504.8,Appliances,Easypay,Net,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,20
100403536,2020-12-24,complete,657779,HALSHO59F836EF959B9,3,69.8,139.6,27.92,111.68,Home & Living,Easypay,Net,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,20
100422764,2020-12-28,complete,690831,HALSHA59EDF900413FA,3,499.8,999.6,199.92,799.68,Home & Living,Easypay,Net,42485,2020,Dec-2020,171143,Prof.,Lee,S,Eaker,M,28,"Eaker, Lee",lee.eaker@gmail.com,2/4/1981,185-86-4345,239-335-6755,Graham,Bradford,Graham,FL,32042,South,lseaker,20
100354679,2020-10-01,canceled,574775,AZD_Bingo-3-in-1-Blender-BX-395,2,166.5,166.5,0,166.5,Appliances,cod,Gross,53620,2020,Oct-2020,650142,Mr.,Jason,G,Simoneau,M,65,"Simoneau, Jason",jason.simoneau@gmail.com,6/27/2010,215-91-8189,701-522-6439,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,jgsimoneau,0
100354679,2020-10-01,canceled,574776,lala_UMS17-LCO-006A,2,140,140,0,140,Women's Fashion,cod,Gross,53620,2020,Oct-2020,650142,Mr.,Jason,G,Simoneau,M,65,"Simoneau, Jason",jason.simoneau@gmail.com,6/27/2010,215-91-8189,701-522-6439,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,jgsimoneau,0
100358823,2020-10-22,canceled,582021,APPANE59BD020E370CC,2,199,199,0,199,Appliances,cod,Gross,53620,2020,Oct-2020,650142,Mr.,Jason,G,Simoneau,M,65,"Simoneau, Jason",jason.simoneau@gmail.com,6/27/2010,215-91-8189,701-522-6439,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,jgsimoneau,0
100359410,2020-10-24,complete,583004,APPANE59BD020E370CC,11,199,1990,0,1990,Appliances,cod,Net,53620,2020,Oct-2020,650142,Mr.,Jason,G,Simoneau,M,65,"Simoneau, Jason",jason.simoneau@gmail.com,6/27/2010,215-91-8189,701-522-6439,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,jgsimoneau,0
100359558,2020-10-25,complete,583239,APPLIO59BA25191179A,11,199.9,1999,0,1999,Appliances,cod,Net,53620,2020,Oct-2020,650142,Mr.,Jason,G,Simoneau,M,65,"Simoneau, Jason",jason.simoneau@gmail.com,6/27/2010,215-91-8189,701-522-6439,Grand Forks,Grand Forks,Grand Forks,ND,58201,Midwest,jgsimoneau,0
100354681,2020-10-01,canceled,574781,AYS_Signature-30Wroomsizerefrigerator,2,1099.9,1099.9,0,1099.9,Appliances,Easypay,Gross,56836,2020,Oct-2020,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,4/3/1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100354682,2020-10-01,canceled,574782,AYS_Signature-30Wroomsizerefrigerator,2,1099.9,1099.9,0,1099.9,Appliances,Payaxis,Gross,56836,2020,Oct-2020,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,4/3/1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100354684,2020-10-01,canceled,574787,AYS_Signature-30Wroomsizerefrigerator,2,1099.9,1099.9,0,1099.9,Appliances,Easypay,Gross,56836,2020,Oct-2020,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,4/3/1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100356443,2020-10-09,canceled,578022,AYS_Signature-30Wroomsizerefrigerator,2,1099.9,1099.9,0,1099.9,Appliances,Easypay,Gross,56836,2020,Oct-2020,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,4/3/1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100357608,2020-10-16,canceled,580086,APPHAI59ACA3A653D02,2,1543.5,1543.5,0,1543.5,Appliances,Payaxis,Gross,56836,2020,Oct-2020,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,4/3/1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100357611,2020-10-16,canceled,580099,APPHAI59ACA3A653D02,2,1543.5,1543.5,0,1543.5,Appliances,Easypay,Gross,56836,2020,Oct-2020,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,4/3/1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
100357990,2020-10-17,canceled,580641,APPHAI59ACA3A653D02,2,1543.5,1543.5,0,1543.5,Appliances,Payaxis,Gross,56836,2020,Oct-2020,578084,Prof.,Grover,X,Bayless,M,33,"Bayless, Grover",grover.bayless@yahoo.com,4/3/1992,018-94-9306,808-380-3891,Laupahoehoe,Hawaii,Laupahoehoe,HI,96764,West,gxbayless,0
